"Patient.ID","B.cells.naive","B.cells.memory","Plasma.cells","T.cells.CD8","T.cells.CD4.naive","T.cells.CD4.memory.resting","T.cells.CD4.memory.activated","T.cells.follicular.helper","T.cells.regulatory..Tregs.","T.cells.gamma.delta","NK.cells.resting","NK.cells.activated","Monocytes","Macrophages.M0","Macrophages.M1","Macrophages.M2","Dendritic.cells.resting","Dendritic.cells.activated","Mast.cells.resting","Mast.cells.activated","Eosinophils","Neutrophils","P.value","Pearson.Correlation","RMSE","Mutation_Status"
"TCGA.78.7148",0.0159807077032706,0,0.0984753015553374,0.0885423299509093,0,0.0759011919675339,0,0.142087364207944,0.0330790333745718,0,0,0.0509792575711011,0.0365313361154641,0.0897140591303702,0.0608008378243307,0.140919843594326,0.0164534520013093,0.0214785515480276,0.124096369601012,0,0.00296932010391035,0.00199104375058171,0.133,0.10245039700199,1.03317261220146,"Double_Mut"
"TCGA.78.7160",0.0659277915183604,0,0.006477702944235,0.0764123474389297,0,0.132536021246121,0.0157901919536477,0.064621976266452,0.0245147336606951,0,0,0.00262437286136496,0.00862635796009147,0.111269530683263,0.0588202971878835,0.33500428136561,0,0.0609986456864065,0.0326389636004353,0,0,0.00373678562650469,0.006,0.304849967672776,0.962319798855112,"Double_Mut"
"TCGA.78.7161",0.074183775654479,0,0.106230471339042,0.064587304594507,0,0.128486059006591,0,0.0583219728779555,0.0141340720638106,0,0.023021621171129,0.0386809133450206,0,0.0839029436491286,0,0.137934497584518,0,0.1966856647266,0.0448216067087281,0,0,0.0290090972784909,0.593,0.0126118367028816,1.07241036477683,"Double_Mut"
"TCGA.78.7166",0.00792818103384894,0.00303002860153706,0.103231592722517,0.0527068218791,0,0.0469747315738242,0,0.262598044947372,0.0324844888839876,0,0.0846914299089884,0.0151503839958189,0.0545908835895503,0.169021264116929,0.0776617634304863,0.063697974253746,0,0.00872229092919166,0,0.0175101201331021,0,0,0.079,0.130179331575417,1.03615400541713,"Double_Mut"
"TCGA.80.5608",0.0618088794248135,0,0.0234002586284707,0.108457059703551,0,0.125239307453499,0,0.116367290908072,0.0197710353390658,0,0.0336978837276134,0.020217279562759,0.00674906703411456,0.0597123349877212,0.0721511840691807,0.222381925769017,0,0.0467594228744529,0.0434644183818869,0,0,0.0398226521357817,0.182,0.0844493983950303,1.05137474419604,"Double_Mut"
"TCGA.86.7713",0.0706675075573225,0,0.202196140253667,0.00417738328484039,0,0.103225690829676,0.0136992721277189,0.0656762792208797,0.0222348158658617,0,0.0213819726767824,0.00467235631131015,0.0256443219348576,0.125146814018441,0.0616005145867373,0.185343274291282,0,0.0757542513380295,0.0136128434573515,0,0,0.00496656224524251,0.552,0.0174426791670459,1.06189190509683,"Double_Mut"
"TCGA.86.8054",0.0152933173000555,0,0.0622442612720606,0,0,0.147014221255656,0,0.0958396812029079,0.0013198259476825,0,0.0616687060930688,0.0103470210284021,0.0214804343122177,0.189721758004424,0.0251843683813465,0.208035540327339,0.0231365731468324,0.00194179178019349,0.12993309414419,0,0,0.00683940580362362,0.43,0.0339630771783863,1.06991765874713,"Double_Mut"
"TCGA.86.8359",0.0247083386785734,0,0.0896637567343299,0.213368158318732,0,0.117121360460832,0.0148128533323448,0.132790874028462,0.0977953899475801,0,0.0366130938868051,0.00626272008852557,0.00515094458796285,0.146581241653283,0.0362324942808269,0.0378320336444402,0,0,0,0.00635296311479572,0,0.0347137772425075,0.018,0.19065036669113,1.01927938957219,"Double_Mut"
"TCGA.95.A4VP",0.0892068020618076,0.0753818035903469,0,0.156280878938264,0,0.131369598701041,0,0.144074963610759,0.0257443055726544,0,0.0429250474133544,0,0.00443944261232869,0.0646441454661338,0.0460855062217934,0.192937291104787,0,0.0188097146904357,0.0071463487218015,0,0,0.001,0.022,0.179195305688128,1.01925882796879,"Double_Mut"
"TCGA.97.8179",0.00738074283709777,0,0.137335484705659,0.0773853868117462,0,0.0443840049709448,0,0.0884687866271942,0.0189695746595058,0,0,0.0618189087883514,0.0204264810721329,0.0893414869508231,0.0342140776421532,0.25481332714423,0.0324089781658392,0.0334628962653757,0.0886675225254158,0,0,0.0109223408335307,0.157,0.093359168533366,1.03654033252439,"Double_Mut"
"TCGA.99.8032",0.0185902113729647,0.0269191772072017,0.346236431705353,0.043646224288992,0,0.0848955633424545,0.00925759118075439,0.0644408163722336,0.0497604509214579,0,0.0250690982804956,0,0.00354812159322021,0.129906608323604,0.0173640698957715,0.141931278633908,0,0.00357469553670283,0.0329219225302757,0,0,0.0019377388146102,0.017,0.195038067484573,0.992218626462561,"Double_Mut"
"TCGA.J2.8194",0.00488496337119072,0,0.128934914273148,0,0,0.232331700012296,0,0.027155774845461,0,0,0.0247295659748844,0.00645157724945563,0.0798647555914823,0,0.0475142980645144,0.315700215297109,0.0471440023833627,0.00930164102702014,0.0186186086262994,0,0,0.057367983283777,0.058,0.14657818501612,1.02064700777455,"Double_Mut"
"TCGA.MP.A4TD",0.0181489062855119,0.119851421745046,0.074362768755054,0.0301119912918112,0,0.127630405242149,0,0.0738319118742218,0.0116919628926936,0,0.00962106229068829,0,0,0.359722950739499,0.0140350607564971,0.141056470039386,0,4e-04,0.0195491570998328,0,0,0,0.008,0.257424187121302,0.993536859441933,"Double_Mut"
"TCGA.MP.A4TE",0.0571636704093826,0,0.28171828402134,0.0427854787952208,0,0.0249622949210362,0,0.0907907122987334,0.0624473258493148,0,0.0141864399998125,0.0166843593567916,0,0.183469410637766,0,0.140800675955789,0,0.00395696510978609,4e-04,0,0,0.0805926385067502,0.333,0.0491494168926062,1.05241650473549,"Double_Mut"
"TCGA.NJ.A4YP",0,0,0.102863689262117,0.0654194858165734,0,0.0777565696901185,0,0.0737422580886546,0.0562330271845975,0,0.0610869019756954,0,0,0.192937346299381,0.0508832350278764,0.213829939840083,0,0.0692598084660427,0.0328612613019642,0,0,0.003126477046897,0.01,0.231600429718166,0.991953979558455,"Double_Mut"
"TCGA.NJ.A55O",0.014991649231956,0.0217450207085,0,0,0,0.18329976684859,0,0.0539362248133226,0.0552160100952308,0,0.0256671763325305,0.00758373278541692,0.00957882470716459,0.135305122381795,0.0393880250607681,0.408623006856673,0,0.0100293624307279,0.0346360777473247,0,0,0,0.009,0.243553826881715,0.997036160096075,"Double_Mut"
"TCGA.NJ.A55R",0.0213167409725937,0.180523694984597,0.192683323361975,0.0176062562679235,0,0.0206858635122399,0,0.10774889210743,0.0165946599782212,0,0.0273919651509828,0,0,0.319500264057361,0.00499567037179017,0.0601733771452391,0,0,0.030779292089647,0,0,0,0.018,0.184917040804964,1.01321324732132,"Double_Mut"
"TCGA.05.4244",0,0,0.0048418997708932,0,0,0.158191812073348,0,0.0800174402334765,0.00163527758325636,0,0.0196909537320906,0.0248148357384341,0.0595523756361778,0.202030783763586,0.0093799248652188,0.264303526770861,0.0700949189146981,0.0454239855798883,0.0600222653380709,0,0,0,0.14,0.0993600079693246,1.0589950490952,"KRAS_Mut"
"TCGA.05.4249",0,0.0760230068641236,0.0344429574820606,0.00991753331641647,0,0.0887562436213706,0,0.0622856959911441,0.0300442160676668,0,0,0.0101771993520962,0.0330580202379134,0,0.0394329661285849,0.220688788509394,0.228080600713918,0.0196183336948163,0.126368949617486,0,0,0.0211054884030083,0.008,0.278321073870266,0.966997099500141,"KRAS_Mut"
"TCGA.05.4250",0.0108374070858547,0,0.0112679380231782,0.105048260057848,0,0.156148328659342,0.0527325227485025,0.0825248879535603,0.0179269386496474,0,0.026010856513856,0.0143792363067883,0.00683740016791326,0.0115353368621339,0.0691326243842333,0.336361390366428,0,0.0555503932716803,0.0332932658432326,0,0,0.0104132131058006,0.016,0.199292263599179,1.00799746374692,"KRAS_Mut"
"TCGA.05.4390",0.0285332434842582,0,0.0840998462320266,0.0131455417189685,0,0.0950233786310168,0.0431003778755194,0.0195452680210731,0.0139721475527126,0,0.0472043090959505,0,0,0.414233804402371,0.0320066535958604,0.192835522002404,0,0,0.00742705933937519,0,0,0.00887284804846423,0.016,0.199360166088909,1.03817421581911,"KRAS_Mut"
"TCGA.05.4403",0.0636751582376473,0,0.0515422710764785,0.0153235560960342,0,0.138601314695913,0,0.0161506964500426,0.0195006965410946,0,0.0289863864272134,0,0.0369199939169876,0.216926474867258,0.0644854616378949,0.280726700932719,0.0048952323393007,0,0.0557291090303801,0,0,0.00653694775103613,0.008,0.271224487887281,0.979917475857233,"KRAS_Mut"
"TCGA.05.4405",0,0.0603112323937859,0.0736993120975562,0.0199800798923299,0,0.084319774175142,0,0.036961992050595,0.0324044587673331,0,0.029287490440624,0,0,0.32001605013603,0.00992995267441161,0.276520236172667,0,0,0.0565694211995254,0,0,0,0.008,0.281483719017721,0.984926487710258,"KRAS_Mut"
"TCGA.05.4418",0.0284284716395685,0.0315831375522997,0.0851134594065818,0.045758549403759,0,0.15004834876937,0.00193364412407862,0.129967500323406,0.0138538233012274,0,0,0.00825553515751172,0,0.130087870655337,0.102448796547927,0.251589538479976,0,0.012360921061018,1e-04,0,0,0.00851657563849922,0.008,0.279199898415085,0.972354939874263,"KRAS_Mut"
"TCGA.05.4427",0.0256188933975968,0,0.0518640209172827,0.0216904320128844,0,0.165638952540772,0.0162994744299254,0.0558995028041834,0.00392437084295614,0,0.0333869018032801,0,0.0384904738584617,0.153492992134395,0.0670758627617357,0.307887131235633,0,0.0184799598753967,0.0384391295739919,0,0,0.00181190181150602,0.045,0.157709407414532,1.02685300344315,"KRAS_Mut"
"TCGA.05.4433",0.0524951302188795,0,0,0.0716638137422188,0,0.117870297653849,0,0.0408818422360747,0.018962025966475,0,0.0477669463927769,0,0.00188464036285345,0.280185363016318,0.0743512005252463,0.211505110074275,0.0164156998759945,0,0.05734355543296,0,0,0.00867437450207813,0.01,0.226333011769734,1.00671210008768,"KRAS_Mut"
"TCGA.44.6145",0.03493279076861,0.0451179048632941,0.0895781698008817,0.121428432548607,0,0.113405513040007,0.0397596536573047,0.0563511033695142,0.0265069529951957,0,0.0145704240545204,0.0261145397013491,0,0.0360499937687052,0.0664015919243023,0.182708603623323,0,0.0535498585126312,0.0708894215186975,0,0,0.0226350458530566,0.006,0.322339297600274,0.947936336033018,"KRAS_Mut"
"TCGA.44.6146",0.0479514900953711,0,0.0689833730572082,0.0641551269286217,0,0.375837108051933,0,0.0318044996062238,0,0,0.0837075378259849,0,0.0436937801590314,0,0.0481083227270759,0.175557961026554,0,0.00968514384480238,0,0.0185193668066937,0,0.0319962898705002,0.411,0.0366436300271804,1.07829250521188,"KRAS_Mut"
"TCGA.44.7659",0,0.137189799345902,0.0646103499896044,0.0437725148415505,0,0.15821448125246,0,0.0958227941016622,0.00898604966175339,0,0.0285270087184352,0,0.0177278431081847,0.0678320336867058,0.0521859502526654,0.172341255787248,0.026713638049715,0.0521622506664689,0.0739140305376446,0,0,0,0.42,0.0354553173671595,1.05548078926431,"KRAS_Mut"
"TCGA.44.7661",0.0243134313371062,0,0,0,0,0.145631735459035,0.0436823356012104,0.0503287823105999,0.0290377012741993,0,0.0152915667179522,0.0173154674054246,0.0599230865145722,0.0588335871798906,0.0271308933559271,0.304830127243479,0,0.163751631348585,0.0593658656417347,0,0,6e-04,0,0.368303996012557,0.931356403271708,"KRAS_Mut"
"TCGA.44.7672",0.0313930333660782,0.03976368259133,0.0390976374208773,0.054370997047272,0,0.138629109196354,0,0.0723644120723301,0.0793737182850658,0,0.028686511406718,0.0201917124264372,0.0234568654111717,0.137726523903973,0.0622686001564529,0.190637978646451,0.0149115534261097,0.0198729714616602,0.0464537873917015,0,0,8e-04,0,0.357947542599432,0.934521339868202,"KRAS_Mut"
"TCGA.44.8117",0.0286602341213359,0,0.0255303465745318,0.00754591765074944,0,0.110197409362348,0,0.0916691504063452,0.0159152902444149,0,0.0211288587593201,0.00182612324365423,0,0.309597626381372,0.0527504352882566,0.272068967926034,0,0.00215148462644163,0.0555202314556307,0,0,0.00543792395956474,0.014,0.207111015895981,1.02353162181198,"KRAS_Mut"
"TCGA.44.A47A",0,0.0200547133344039,0,0.0361708134645203,0,0.0890962826687951,0,0.0553201243296362,0.0473739443217061,0,0.00110196292329132,0.0161632948314659,0.0131007455745441,0.212651388308127,0,0.152132278396108,0.132914159030419,0.154258425005962,0.0696618678110206,0,0,0,0,0.382819211001058,0.926687174636276,"KRAS_Mut"
"TCGA.49.4505",0.00500053815613799,0.0188688231725066,0.03649031586157,0.055455709538525,0,0.157810787641867,1e-04,0.0640553501725843,0.0387337688577656,0,0.0113328595918688,0.0142851344225775,0.0326523957756382,0,0.0667390139920982,0.277733048732561,0.0427484816296114,0.0812913580967324,0.0864216285974507,0,0,0.0103244406212871,0.008,0.261367399535455,0.975239270980716,"KRAS_Mut"
"TCGA.49.4506",0.0188193469701332,5e-04,6e-04,0.292997186743761,0,0.00333546413848923,0.0666903915301741,0.0998472471965595,0.00621794417996994,0,0,0.0536713547023229,0,0.0958905759061404,0.100265448089181,0.20399389454556,0.0188310784764723,0,0.0297446949761292,0,0,0.00861122650911649,0.008,0.267660817546737,0.984581336165034,"KRAS_Mut"
"TCGA.49.4510",0.0555188544557201,0,0.26847904659193,0.0814898459000669,0,0.0470218102097074,0,0.0899854924385714,0,0,0.0217595119304647,0.0168386838346942,0.00923235882916102,0.018735751505975,0.00807656897630279,0.322738519098481,0.00591869269758798,0.026068416379469,0.0270906619042694,0,0,0.00104578524759996,0.037,0.161491096587911,1.00676097816771,"KRAS_Mut"
"TCGA.49.AARO",0.00712736070334899,0.0810056435157799,0,0.0354336353841651,0,0.109306924140791,0,0.0731434717207357,0.0266221406279326,0,0.015215563314685,0.0229344521685047,0.0112398009746541,0.298514743965232,0.0097303181291346,0.193687402410657,0.0178434417032424,0.0704663090606884,0.027728792180448,0,0,0,0,0.368179437946541,0.936319114279435,"KRAS_Mut"
"TCGA.49.AARQ",0.0122007785685615,0,0.00932574727069614,0.120056275088368,0,0.00655670948130605,0,0.202904194190583,0.00134238813691126,0,2e-04,0.0819343888790062,0.0377124137303879,0.194951757841981,0.131681099069761,0.0671226355823306,0.00499691580608245,0,0.128981397465337,0,0,0,0.014,0.206753694896696,1.01176087124612,"KRAS_Mut"
"TCGA.50.5051",0.0291484607004591,0.102145056175395,0.105640523345201,0.0494664131880199,0,0,0,0.187559783567158,0.017341384571611,0,0.0240905347877161,0.00642649645020744,0,0.168949399820849,0,0.117135762746515,0,0.140462306330898,0.0215287406931158,0.0272164700930064,0,0.00288866752984934,0.075,0.136226286056212,1.02410240493472,"KRAS_Mut"
"TCGA.50.5932",0.0011732220466575,0,0.120192150334234,0,0,0.233014644507793,0,0.0705777529250372,0.0299414688383624,0,0.0544869385618837,5e-04,0.0316464739919425,0,0,0.311870106015115,0,0.0571422855695779,0.0795064058239114,0,0,0.00999703367710836,0.244,0.0662631228901397,1.04688738755265,"KRAS_Mut"
"TCGA.50.5933",0.00715538211634297,0.00627843232545123,0.0178070987798903,0.0128319412778146,0,0.147846722122083,0,0.0359338864023632,0.0113678689336121,0,0.0213709448248007,0,0.0207318801059358,0.242301398082449,0.0536997289370864,0.360684118121732,8e-04,0.00406439251546348,0.0424507927905474,0,0,0.0146959872334966,0.006,0.324409965012519,0.964202669175515,"KRAS_Mut"
"TCGA.50.5936",0.00771297722597043,0.0082330869212172,0.0170672494712717,0,0,0.137474879089287,0,0.0832456692524961,0.0536246272845435,0,0.0148524934885139,0,0,0.399175342958938,0,0.132917598350906,0,0.133249660960793,0,0.00967046640519563,0,0.00277594859086751,0,0.412731209946684,0.920296901009427,"KRAS_Mut"
"TCGA.50.5941",0.0523847988535393,0,0.0512822197262724,0.104386767119429,0,0.125900727212745,0.00881920569836469,0.0943257686086451,0.0204771998199841,0,0.0474381244468284,0,0.0115165838355827,0.0838362910703837,0.116780072775577,0.202203692742753,0.00146751470889905,0.0345862410581235,0.0363133796036558,0,0,0.00828141271921617,0.006,0.326262538091652,0.950311795575969,"KRAS_Mut"
"TCGA.50.8459",0.0155453892211065,0.0643681296107065,0.0228742688937048,0.0546734874943275,0,0.0737102605302214,0.00551900642247526,0.00823940301431385,0.0490206486797652,0,0.024682012016258,0,0.0829576863173446,0.149858237305555,0.0279093618027987,0.280177620000445,0.0645927703133692,0.0095840038138032,0.0624369856019421,0,0,0.00385072896186343,0,0.375030167348953,0.928290545434377,"KRAS_Mut"
"TCGA.55.1595",0.0578970881969258,0,0.101628601344087,0.0418182171136914,0,0.19455660657313,0,0.0819802110023212,0.043469265497385,0,0.0107839980260268,0.0164617268482412,0.00195900799972937,0.0493764035869311,0.0412080877844949,0.282445323433216,0,0.0466083440162932,0.0298071185775261,0,0,0,0.01,0.233586811167995,0.985882434885038,"KRAS_Mut"
"TCGA.55.6642",0,0.0133243556178733,0.368943815096138,0.0543790709274882,0,0.122923735230505,0.0276415608452551,0.00258859787624972,0.0262276151300187,0,0.0434299309555334,0,0,0.141650862586436,0.0196796401959716,0.116694006526569,0,0.0197926653831404,0.0398281309470252,0,0,0.0028960126817972,0.006,0.307886323823925,0.953382428341527,"KRAS_Mut"
"TCGA.55.6975",0.048566404930732,0,0.25164610202256,0.0188757530727254,0,0.098738555907247,0,0.0949522606871792,0.00851498867499029,0,0,0.020571764493927,0.012006286564314,0.08382194471011,0,0.144631526064199,0,0.164539346123151,0.0453449406905811,0,0,0.00779012605828401,0.008,0.246522767673045,0.975271885703561,"KRAS_Mut"
"TCGA.55.6983",0.0538168620234385,0.227575250661307,0,0.0569308342584188,0,0.0889943220485077,0,0.114852752571254,0.0344980519059515,0,0.0331307672584089,0.00727359875446507,0.00485929465362838,0.155948011371834,0.0116848657938262,0.177705708986758,0,0.0109819804830366,0.0217476992291656,0,0,0,0.006,0.311043872209721,0.957701345900481,"KRAS_Mut"
"TCGA.55.6984",0.140076987119558,0.0680444885026056,0.00999091800762043,0.0612759133416086,0,0.155115908093381,0,0.0408668863834275,0.100849113633474,0,0.0620435725258499,0,0,0.0754677228127263,0,0.11933374401994,0,0.0718562181715076,0,0.049138997858371,0,0.04593952952993,0.127,0.104182460237164,1.04330851709804,"KRAS_Mut"
"TCGA.55.7281",0,0.00656206870786764,0,0.0332974417758192,0,0.127826130012079,0,0.0595332547008725,0.0531353782758503,0,0.00436025244471446,0.0253911285419398,0.0706121085756323,0.0711984527158573,0.0455105027381892,0.278137409314782,0.112761758679892,0.0637494532755782,0.0479246602409262,0,0,0,0.008,0.262110863243486,0.97880751789123,"KRAS_Mut"
"TCGA.55.7283",0.00244490462111684,0,0.00950516121143813,0.0488417997159205,0,0.188497942074485,0,0.0889071245117955,0,0,0,0.0353142083946379,0.00613282112991529,0,0.0333431665295609,0.33936023067393,0.00646963828229523,0.0726153441007698,0.168567658754136,0,0,0,0.023,0.175488401666285,1.01547891098445,"KRAS_Mut"
"TCGA.55.7284",0.00459072411135526,0.0109382170034213,0,0.118588178503349,0,0.111497927681931,0,0.0320821720001605,0.0573623160859921,0,0,0.0453846312231345,0.0373209844328576,0.234704742537449,0.0373521176823328,0.162073693873323,0.0120737259946134,0.00112122560105445,0.134909343269026,0,0,0,0.039,0.160824311153907,1.02801945337518,"KRAS_Mut"
"TCGA.55.7576",0.0132485276316922,0.0282999896868606,0,0.040452320230922,0,0.146552853085621,0.0224136459462439,0.050028541851976,0.0506325849986133,0,0.0247786704605511,0,0.0309795190555886,0.123304441444048,0.0476848308297914,0.301094929424431,0.0402352616886291,0.0236220483224675,0.053598561993917,0,0,0.00307327334864647,0.015,0.203945782355322,1.00457422237847,"KRAS_Mut"
"TCGA.55.7725",0.0998269303530799,0,0,0,0,0.23585111886733,0.0211371372855252,0.0767207516858925,0,0.0143555989152777,0.0174955899053443,0,0,0.0900537983002759,0.0843502699058818,0.198807226053302,0.0256027482547585,0.0321499937262292,0.09399066001063,0,0,0.00965817673647211,0.014,0.209345669920945,0.997880197781951,"KRAS_Mut"
"TCGA.55.7726",0.0605976520853641,0,0.0962381733761755,0,0,0.158950968965178,0,0.050467438122208,0.0114594755410943,0,0.0166921096086619,0,0.00123407936415877,0.118496694221462,0.0258860489563539,0.159275829968314,0.178714229799142,0.0772798359024346,0.0200340363852863,0.00575504997656586,0,0.0189183777276002,0.022,0.18022849337778,1.0075676962188,"KRAS_Mut"
"TCGA.55.7728",0,0.0615597998066967,0,0.03272802976748,0,0.0706138929243854,0,0.00802275124323225,0.0282886875581797,0,0.00880510521292437,0.0110866236388598,0,0.601451260785531,0.02184938107968,0.112927721012005,0.00811373356141926,0,0.0345530134096068,0,0,0,0,0.716636321087814,0.69937822760067,"KRAS_Mut"
