Input Sample,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Pearson Correlation,RMSE
TCGA.55.8203,0,0.11932886555971813,0.1546246328864789,0.06029499700952044,0,0.16528290011021923,0,0.0877336067347277,0.030978426459665816,0,0.032675622810766115,0,0.0013007625061506034,0.119579720614388,0.056804193951425455,0.14873620396267068,0,0.006105032861391338,0.013447683583031956,0,0,0.003107350949845571,0.018,0.18749597358338982,1.0015968995586535
TCGA.55.8299,0.040161057895065064,0,0.053365474597872144,0.059298743950493685,0,0.01245084988933559,0.030271358473988486,0.08300753769586149,0.026464718841121337,0,0.07319037392526087,0.03782157181537133,0.0033409272211477803,0.0024654291164931106,0.003438222131143427,0.18204730763922486,0,0.30205980558592477,0.08522321232630578,0,0,0.005393408895390185,0,0.47494081357295165,0.8792460508015698
TCGA.55.8508,0,0.04998936381328614,0.37728917557787955,0.030613523538803703,0,0.047060489183567526,0,0.04612709695630878,0.027767267741844858,0,0.037048748721554864,0,0,0.3031374437602156,0.012661174787897078,0.04545897393431082,0,0.0034159227281424175,0,0.001922601927611319,0,0.017508217328577252,0.006,0.29490789381396043,0.9632396334101782
TCGA.55.8615,0.010338348537531291,0,0.014078956521137637,0,0,0.21787999381594947,0,0.12090342793133682,0.0008,0,0.053724116548335976,0.0005,0,0.3860873375402252,0,0.18009417818534024,0,0.004516409217662223,0,0.00208023741324587,0,0.009016570221714494,0.105,0.11674887894271614,1.081269608918146
TCGA.62.A46S,0.0026124493644699535,0,0.16105815150328381,0.09692041255370777,0,0.11328447789464065,0,0.061986109056204546,0.058475564549925786,0,0.0064594587514611446,0.04312075935681973,0.039341279246845405,0.043846233041600645,0.03983194155951668,0.20602689520342418,0,0.015631411339571973,0.10913200593298426,0,0,0.0022728506455433986,0.209,0.07774320192540676,1.0379211257718175
TCGA.67.3774,0.024265903199071744,0.025531377773292382,0.024205719729644828,0.043188283743616905,0,0.27193086548240364,0.0008,0.04799600408816009,0.0003,0,0.03426290342532104,0,0.014748362725929564,0.08367287929011293,0.06783635811688422,0.28015805445575004,0,0.019718195739662693,0.0529935606114577,0,0,0.008402063249163915,0.022,0.1788995543960753,1.014233989729665
TCGA.73.4670,0,0.03965101371394003,0.09564265524541038,0.0697601381164334,0,0.11737228946551091,0,0.11024070627734657,0,0,0,0.025421654684376235,0,0.16553416924299064,0,0.18825429272126887,0,0.14327508959405874,0,0,0,0.044847990938664185,0.153,0.09594054560973651,1.0482106110309115
TCGA.73.4677,0.06570178926708066,0,0.13344659306025514,0.06340956952152452,0,0.21291241996980012,0.01512538912268233,0.034805737512365396,0,0,0.03541985844448456,0,0.01599312336317184,0.030656689839109064,0.037902045422175144,0.25692906955199735,0.039264955386550913,0.0231770428472195,0.026808911558716484,0,0,0.008446805132866988,0.034,0.16412990538220854,1.0087182981827745
TCGA.73.7498,0.025525010242698497,0.008447989531468325,0.09430124234286309,0.041855357896933204,0,0.23213688353869869,0,0.08462465890694941,0.020587329818708033,0,0.0404843245001739,0,0.0738588882983063,0.0185502503146254,0.0646914267731713,0.19321980394985508,0.0020435766723539855,0.015930679077811684,0.08374257813538317,0,0,0,0.119,0.10797998047542597,1.0312275040775423
TCGA.78.7148,0.015980707703270616,0,0.09847530155533736,0.08854232995090927,0,0.07590119196753395,0,0.1420873642079441,0.0330790333745718,0,0,0.05097925757110111,0.03653133611546412,0.08971405913037021,0.06080083782433067,0.14091984359432627,0.016453452001309283,0.021478551548027566,0.12409636960101164,0,0.0029693201039103453,0.0019910437505817054,0.133,0.10245039700198982,1.0331726122014557
TCGA.78.7160,0.06592779151836035,0,0.0064777029442350045,0.07641234743892972,0,0.13253602124612138,0.015790191953647722,0.06462197626645198,0.024514733660695145,0,0,0.00262437286136496,0.008626357960091474,0.11126953068326266,0.05882029718788352,0.33500428136560967,0,0.06099864568640646,0.032638963600435285,0,0,0.003736785626504693,0.006,0.30484996767277556,0.9623197988551121
TCGA.78.7161,0.074183775654479,0,0.10623047133904176,0.06458730459450704,0,0.12848605900659077,0,0.05832197287795547,0.014134072063810559,0,0.023021621171129016,0.038680913345020586,0,0.08390294364912859,0,0.1379344975845178,0,0.19668566472660035,0.04482160670872812,0,0,0.029009097278490915,0.593,0.012611836702881558,1.0724103647768333
TCGA.78.7166,0.007928181033848944,0.0030300286015370595,0.10323159272251732,0.052706821879099953,0,0.046974731573824154,0,0.2625980449473721,0.03248448888398756,0,0.08469142990898841,0.015150383995818917,0.05459088358955031,0.16902126411692922,0.07766176343048625,0.06369797425374604,0,0.008722290929191657,0,0.01751012013310211,0,0,0.079,0.13017933157541725,1.0361540054171345
TCGA.80.5608,0.06180887942481346,0,0.02340025862847069,0.10845705970355105,0,0.12523930745349876,0,0.11636729090807237,0.019771035339065848,0,0.033697883727613356,0.020217279562758993,0.006749067034114559,0.05971233498772121,0.0721511840691807,0.2223819257690175,0,0.04675942287445289,0.0434644183818869,0,0,0.039822652135781705,0.182,0.08444939839503034,1.051374744196036
