Input Sample,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Pearson Correlation,RMSE
TCGA.86.7713,0.07066750755732254,0,0.20219614025366664,0.0041773832848403854,0,0.10322569082967623,0.013699272127718898,0.06567627922087975,0.022234815865861724,0,0.021381972676782372,0.004672356311310145,0.025644321934857613,0.12514681401844147,0.06160051458673725,0.18534327429128156,0,0.07575425133802946,0.013612843457351493,0,0,0.004966562245242509,0.552,0.01744267916704589,1.0618919050968323
TCGA.86.8054,0.015293317300055499,0,0.062244261272060626,0,0,0.1470142212556558,0,0.09583968120290791,0.0013198259476824969,0,0.06166870609306881,0.010347021028402053,0.021480434312217734,0.1897217580044239,0.025184368381346463,0.20803554032733898,0.023136573146832408,0.0019417917801934886,0.12993309414419021,0,0,0.006839405803623615,0.43,0.033963077178386335,1.0699176587471289
TCGA.86.8359,0.024708338678573413,0,0.08966375673432991,0.21336815831873152,0,0.11712136046083199,0.014812853332344849,0.13279087402846154,0.09779538994758007,0,0.036613093886805136,0.006262720088525571,0.005150944587962845,0.1465812416532829,0.03623249428082691,0.03783203364444024,0,0,0,0.006352963114795719,0,0.03471377724250749,0.018,0.19065036669113003,1.0192793895721934
TCGA.95.A4VP,0.08920680206180759,0.07538180359034694,0,0.1562808789382641,0,0.131369598701041,0,0.14407496361075892,0.025744305572654436,0,0.04292504741335443,0,0.004439442612328685,0.06464414546613384,0.04608550622179342,0.19293729110478688,0,0.018809714690435672,0.007146348721801504,0,0,0.001,0.022,0.1791953056881276,1.0192588279687875
TCGA.97.8179,0.007380742837097771,0,0.13733548470565873,0.07738538681174624,0,0.04438400497094479,0,0.08846878662719422,0.018969574659505824,0,0,0.061818908788351355,0.020426481072132914,0.08934148695082311,0.03421407764215321,0.25481332714423044,0.03240897816583915,0.033462896265375706,0.08866752252541575,0,0,0.010922340833530688,0.157,0.09335916853336601,1.0365403325243918
TCGA.99.8032,0.018590211372964682,0.026919177207201734,0.3462364317053532,0.043646224288992,0,0.08489556334245447,0.009257591180754386,0.06444081637223364,0.04976045092145785,0,0.0250690982804956,0,0.003548121593220206,0.1299066083236043,0.017364069895771522,0.14193127863390767,0,0.0035746955367028255,0.03292192253027574,0,0,0.0019377388146102023,0.017,0.1950380674845731,0.9922186264625605
TCGA.J2.8194,0.004884963371190723,0,0.128934914273148,0,0,0.23233170001229567,0,0.027155774845460987,0,0,0.024729565974884373,0.006451577249455634,0.07986475559148233,0,0.047514298064514376,0.31570021529710857,0.0471440023833627,0.00930164102702014,0.01861860862629939,0,0,0.05736798328377701,0.058,0.14657818501611988,1.020647007774552
TCGA.MP.A4TD,0.018148906285511874,0.11985142174504555,0.07436276875505396,0.03011199129181118,0,0.12763040524214858,0,0.07383191187422182,0.011691962892693624,0,0.009621062290688286,0,0,0.3597229507394992,0.014035060756497077,0.14105647003938604,0,0.0004,0.019549157099832775,0,0,0,0.008,0.2574241871213019,0.9935368594419333
TCGA.MP.A4TE,0.05716367040938261,0,0.2817182840213396,0.04278547879522084,0,0.024962294921036222,0,0.09079071229873335,0.062447325849314804,0,0.01418643999981249,0.016684359356791606,0,0.1834694106377662,0,0.14080067595578927,0,0.003956965109786086,0.0004,0,0,0.08059263850675019,0.333,0.04914941689260621,1.0524165047354903
TCGA.NJ.A4YP,0,0,0.10286368926211698,0.06541948581657336,0,0.07775656969011846,0,0.07374225808865457,0.056233027184597474,0,0.06108690197569541,0,0,0.19293734629938072,0.05088323502787643,0.2138299398400827,0,0.06925980846604272,0.0328612613019642,0,0,0.0031264770468970027,0.01,0.23160042971816586,0.9919539795584547
TCGA.NJ.A55O,0.01499164923195601,0.021745020708500006,0,0,0,0.1832997668485902,0,0.05393622481332262,0.05521601009523084,0,0.025667176332530486,0.007583732785416923,0.009578824707164587,0.1353051223817946,0.03938802506076808,0.408623006856673,0,0.010029362430727934,0.03463607774732467,0,0,0,0.009,0.24355382688171498,0.9970361600960748
TCGA.NJ.A55R,0.021316740972593697,0.18052369498459714,0.19268332336197455,0.01760625626792349,0,0.020685863512239906,0,0.10774889210742981,0.01659465997822119,0,0.02739196515098285,0,0,0.319500264057361,0.004995670371790172,0.060173377145239064,0,0,0.03077929208964705,0,0,0,0.018,0.1849170408049641,1.013213247321319
TCGA.05.4244,0,0,0.004841899770893204,0,0,0.15819181207334773,0,0.08001744023347647,0.0016352775832563595,0,0.019690953732090552,0.02481483573843409,0.059552375636177775,0.20203078376358624,0.009379924865218797,0.2643035267708614,0.07009491891469813,0.04542398557988834,0.060022265338070854,0,0,0,0.14,0.09936000796932455,1.058995049095205
TCGA.05.4249,0,0.07602300686412355,0.03444295748206062,0.009917533316416472,0,0.08875624362137062,0,0.062285695991144065,0.030044216067666763,0,0,0.010177199352096208,0.033058020237913446,0,0.039432966128584906,0.22068878850939447,0.2280806007139184,0.01961833369481633,0.12636894961748593,0,0,0.021105488403008278,0.008,0.2783210738702661,0.966997099500141
TCGA.05.4250,0.010837407085854683,0,0.011267938023178228,0.10504826005784797,0,0.15614832865934225,0.05273252274850253,0.0825248879535603,0.01792693864964743,0,0.026010856513856016,0.014379236306788312,0.0068374001679132575,0.01153533686213394,0.0691326243842333,0.3363613903664283,0,0.0555503932716803,0.03329326584323261,0,0,0.010413213105800628,0.016,0.1992922635991786,1.0079974637469173
TCGA.05.4390,0.02853324348425823,0,0.08409984623202658,0.013145541718968532,0,0.09502337863101681,0.04310037787551938,0.019545268021073113,0.013972147552712564,0,0.04720430909595047,0,0,0.4142338044023707,0.03200665359586036,0.19283552200240386,0,0,0.007427059339375193,0,0,0.008872848048464232,0.016,0.19936016608890864,1.038174215819107
TCGA.05.4403,0.06367515823764733,0,0.051542271076478505,0.015323556096034176,0,0.13860131469591305,0,0.016150696450042648,0.01950069654109465,0,0.02898638642721335,0,0.03691999391698757,0.21692647486725788,0.06448546163789488,0.28072670093271906,0.0048952323393007015,0,0.055729109030380086,0,0,0.006536947751036129,0.008,0.2712244878872808,0.9799174758572329
TCGA.05.4405,0,0.06031123239378594,0.07369931209755622,0.019980079892329878,0,0.08431977417514196,0,0.036961992050594986,0.0324044587673331,0,0.029287490440623967,0,0,0.3200160501360299,0.009929952674411614,0.27652023617266697,0,0,0.056569421199525446,0,0,0,0.008,0.2814837190177214,0.9849264877102579
TCGA.05.4418,0.028428471639568534,0.03158313755229971,0.08511345940658183,0.045758549403758966,0,0.15004834876936965,0.0019336441240786221,0.12996750032340568,0.013853823301227383,0,0,0.008255535157511724,0,0.13008787065533678,0.10244879654792745,0.25158953847997634,0,0.012360921061018021,0.0001,0,0,0.008516575638499224,0.008,0.27919989841508497,0.972354939874263
TCGA.05.4427,0.025618893397596848,0,0.051864020917282684,0.02169043201288443,0,0.16563895254077166,0.016299474429925354,0.055899502804183376,0.003924370842956142,0,0.03338690180328013,0,0.03849047385846165,0.15349299213439463,0.0670758627617357,0.30788713123563277,0,0.018479959875396714,0.038439129573991905,0,0,0.0018119018115060244,0.045,0.15770940741453207,1.026853003443153
TCGA.05.4433,0.052495130218879464,0,0,0.07166381374221885,0,0.11787029765384908,0,0.04088184223607468,0.018962025966474998,0,0.047766946392776864,0,0.001884640362853446,0.28018536301631836,0.07435120052524626,0.21150511007427544,0.016415699875994456,0,0.05734355543296004,0,0,0.008674374502078131,0.01,0.22633301176973375,1.0067121000876789
TCGA.44.6145,0.03493279076861001,0.045117904863294055,0.08957816980088165,0.12142843254860743,0,0.11340551304000658,0.03975965365730472,0.0563511033695142,0.0265069529951957,0,0.014570424054520446,0.026114539701349124,0,0.03604999376870518,0.06640159192430233,0.18270860362332325,0,0.053549858512631186,0.07088942151869751,0,0,0.022635045853056642,0.006,0.3223392976002743,0.947936336033018
TCGA.44.6146,0.04795149009537106,0,0.06898337305720824,0.06415512692862166,0,0.37583710805193304,0,0.031804499606223766,0,0,0.0837075378259849,0,0.04369378015903139,0,0.04810832272707588,0.17555796102655374,0,0.009685143844802381,0,0.01851936680669373,0,0.03199628987050024,0.411,0.03664363002718035,1.0782925052118768
TCGA.44.7659,0,0.13718979934590156,0.06461034998960437,0.04377251484155049,0,0.15821448125246015,0,0.0958227941016622,0.008986049661753388,0,0.028527008718435155,0,0.017727843108184718,0.06783203368670582,0.052185950252665446,0.1723412557872482,0.02671363804971502,0.05216225066646889,0.07391403053764457,0,0,0,0.42,0.03545531736715946,1.0554807892643079
TCGA.44.7661,0.024313431337106162,0,0,0,0,0.14563173545903532,0.043682335601210424,0.05032878231059992,0.029037701274199298,0,0.015291566717952197,0.017315467405424563,0.059923086514572156,0.058833587179890595,0.027130893355927093,0.3048301272434786,0,0.16375163134858492,0.05936586564173467,0,0,0.0006,0,0.36830399601255664,0.9313564032717075
TCGA.44.7672,0.031393033366078175,0.03976368259133005,0.0390976374208773,0.054370997047272,0,0.1386291091963536,0,0.07236441207233009,0.07937371828506577,0,0.028686511406717963,0.020191712426437153,0.023456865411171732,0.13772652390397258,0.06226860015645292,0.19063797864645074,0.014911553426109675,0.0198729714616602,0.04645378739170148,0,0,0.0008,0,0.3579475425994323,0.9345213398682021
TCGA.44.8117,0.02866023412133592,0,0.025530346574531848,0.007545917650749437,0,0.11019740936234822,0,0.09166915040634518,0.015915290244414907,0,0.021128858759320093,0.0018261232436542255,0,0.3095976263813723,0.0527504352882566,0.2720689679260342,0,0.002151484626441627,0.05552023145563073,0,0,0.005437923959564744,0.014,0.20711101589598138,1.0235316218119788
TCGA.44.A47A,0,0.020054713334403906,0,0.036170813464520314,0,0.08909628266879514,0,0.055320124329636164,0.047373944321706093,0,0.001101962923291323,0.016163294831465867,0.013100745574544138,0.21265138830812724,0,0.15213227839610813,0.13291415903041862,0.1542584250059624,0.06966186781102064,0,0,0,0,0.3828192110010579,0.9266871746362759
TCGA.49.4505,0.0050005381561379885,0.018868823172506644,0.03649031586156999,0.05545570953852502,0,0.15781078764186682,0.0001,0.06405535017258428,0.03873376885776558,0,0.011332859591868779,0.014285134422577506,0.032652395775638214,0,0.06673901399209821,0.2777330487325611,0.042748481629611416,0.08129135809673235,0.0864216285974507,0,0,0.010324440621287128,0.008,0.2613673995354551,0.9752392709807165
TCGA.49.4506,0.01881934697013319,0.0005,0.0006,0.2929971867437605,0,0.003335464138489234,0.06669039153017409,0.09984724719655953,0.006217944179969945,0,0,0.05367135470232286,0,0.09589057590614036,0.10026544808918066,0.20399389454556038,0.01883107847647227,0,0.02974469497612916,0,0,0.008611226509116493,0.008,0.26766081754673676,0.9845813361650336
TCGA.49.4510,0.05551885445572005,0,0.26847904659192956,0.08148984590006692,0,0.04702181020970735,0,0.08998549243857143,0,0,0.021759511930464704,0.016838683834694182,0.009232358829161024,0.01873575150597496,0.00807656897630279,0.32273851909848067,0.00591869269758798,0.02606841637946903,0.027090661904269356,0,0,0.00104578524759996,0.037,0.16149109658791122,1.0067609781677078
TCGA.49.AARO,0.007127360703348985,0.08100564351577987,0,0.03543363538416512,0,0.10930692414079113,0,0.07314347172073572,0.026622140627932646,0,0.01521556331468502,0.02293445216850475,0.01123980097465409,0.29851474396523225,0.0097303181291346,0.1936874024106571,0.017843441703242386,0.07046630906068838,0.027728792180447995,0,0,0,0,0.36817943794654107,0.9363191142794354
TCGA.49.AARQ,0.012200778568561492,0,0.009325747270696138,0.12005627508836833,0,0.006556709481306055,0,0.20290419419058328,0.0013423881369112628,0,0.0002,0.08193438887900624,0.037712413730387855,0.19495175784198113,0.13168109906976055,0.06712263558233061,0.004996915806082453,0,0.12898139746533663,0,0,0,0.014,0.2067536948966964,1.0117608712461155
TCGA.50.5051,0.029148460700459136,0.10214505617539484,0.10564052334520088,0.04946641318801991,0,0,0,0.18755978356715758,0.017341384571611038,0,0.02409053478771615,0.0064264964502074445,0,0.16894939982084858,0,0.11713576274651509,0,0.1404623063308978,0.021528740693115802,0.027216470093006397,0,0.0028886675298493395,0.075,0.13622628605621234,1.024102404934718
TCGA.50.5932,0.0011732220466574976,0,0.12019215033423448,0,0,0.23301464450779255,0,0.07057775292503718,0.029941468838362434,0,0.054486938561883726,0.0005,0.031646473991942474,0,0,0.31187010601511495,0,0.0571422855695779,0.07950640582391144,0,0,0.00999703367710836,0.244,0.06626312289013968,1.0468873875526516
TCGA.50.5933,0.007155382116342972,0.006278432325451226,0.017807098779890267,0.012831941277814634,0,0.14784672212208344,0,0.035933886402363245,0.01136786893361211,0,0.021370944824800675,0,0.020731880105935803,0.24230139808244908,0.053699728937086445,0.3606841181217324,0.0008,0.0040643925154634775,0.04245079279054742,0,0,0.014695987233496615,0.006,0.3244099650125191,0.9642026691755147
TCGA.50.5936,0.007712977225970428,0.008233086921217197,0.01706724947127166,0,0,0.13747487908928674,0,0.0832456692524961,0.05362462728454352,0,0.014852493488513899,0,0,0.3991753429589385,0,0.1329175983509057,0,0.13324966096079321,0,0.009670466405195635,0,0.002775948590867512,0,0.41273120994668366,0.9202969010094265
TCGA.50.5941,0.052384798853539284,0,0.051282219726272414,0.10438676711942943,0,0.1259007272127454,0.008819205698364693,0.0943257686086451,0.020477199819984082,0,0.04743812444682838,0,0.011516583835582654,0.08383629107038373,0.11678007277557689,0.20220369274275338,0.00146751470889905,0.03458624105812354,0.03631337960365575,0,0,0.008281412719216171,0.006,0.32626253809165195,0.9503117955759691
TCGA.50.8459,0.015545389221106496,0.0643681296107065,0.022874268893704763,0.05467348749432746,0,0.07371026053022137,0.005519006422475263,0.008239403014313855,0.049020648679765154,0,0.024682012016257995,0,0.08295768631734461,0.1498582373055549,0.027909361802798696,0.280177620000445,0.06459277031336916,0.009584003813803196,0.06243698560194211,0,0,0.0038507289618634273,0,0.37503016734895267,0.9282905454343774
TCGA.55.1595,0.057897088196925774,0,0.10162860134408738,0.04181821711369135,0,0.19455660657313045,0,0.08198021100232122,0.04346926549738504,0,0.010783998026026753,0.01646172684824118,0.0019590079997293688,0.04937640358693109,0.04120808778449487,0.28244532343321627,0,0.046608344016293185,0.029807118577526097,0,0,0,0.01,0.23358681116799518,0.9858824348850382
TCGA.55.6642,0,0.01332435561787329,0.36894381509613766,0.05437907092748821,0,0.12292373523050491,0.027641560845255073,0.002588597876249725,0.02622761513001867,0,0.043429930955533366,0,0,0.1416508625864362,0.01967964019597157,0.11669400652656856,0,0.019792665383140437,0.039828130947025184,0,0,0.0028960126817972032,0.006,0.3078863238239251,0.9533824283415274
TCGA.55.6975,0.04856640493073205,0,0.2516461020225598,0.01887575307272536,0,0.09873855590724705,0,0.09495226068717917,0.00851498867499029,0,0,0.020571764493926985,0.012006286564313965,0.08382194471011001,0,0.14463152606419946,0,0.16453934612315066,0.04534494069058108,0,0,0.0077901260582840135,0.008,0.24652276767304485,0.9752718857035614
TCGA.55.6983,0.05381686202343852,0.22757525066130654,0,0.05693083425841884,0,0.08899432204850773,0,0.11485275257125406,0.03449805190595153,0,0.033130767258408925,0.007273598754465068,0.00485929465362838,0.1559480113718336,0.011684865793826155,0.17770570898675847,0,0.010981980483036575,0.021747699229165595,0,0,0,0.006,0.3110438722097212,0.9577013459004806
TCGA.55.6984,0.1400769871195578,0.06804448850260557,0.00999091800762043,0.061275913341608604,0,0.15511590809338077,0,0.040866886383427475,0.10084911363347426,0,0.06204357252584988,0,0,0.07546772281272626,0,0.11933374401994033,0,0.07185621817150763,0,0.04913899785837096,0,0.04593952952992999,0.127,0.10418246023716397,1.0433085170980383
TCGA.55.7281,0,0.006562068707867645,0,0.03329744177581916,0,0.12782613001207938,0,0.05953325470087254,0.05313537827585033,0,0.0043602524447144565,0.02539112854193976,0.07061210857563231,0.07119845271585734,0.04551050273818922,0.27813740931478165,0.11276175867989198,0.06374945327557816,0.047924660240926155,0,0,0,0.008,0.2621108632434865,0.9788075178912298
TCGA.55.7283,0.0024449046211168354,0,0.009505161211438129,0.048841799715920516,0,0.18849794207448453,0,0.08890712451179553,0,0,0,0.03531420839463792,0.006132821129915294,0,0.03334316652956092,0.3393602306739297,0.006469638282295227,0.07261534410076978,0.16856765875413565,0,0,0,0.023,0.17548840166628546,1.015478910984454
TCGA.55.7284,0.004590724111355261,0.010938217003421308,0,0.11858817850334914,0,0.11149792768193056,0,0.03208217200016053,0.05736231608599211,0,0,0.04538463122313451,0.037320984432857605,0.2347047425374495,0.03735211768233282,0.1620736938733232,0.012073725994613408,0.001121225601054453,0.1349093432690256,0,0,0,0.039,0.16082431115390677,1.0280194533751794
TCGA.55.7576,0.013248527631692245,0.028299989686860632,0,0.04045232023092197,0,0.14655285308562133,0.022413645946243937,0.050028541851976,0.05063258499861328,0,0.024778670460551065,0,0.03097951905558857,0.12330444144404826,0.04768483082979137,0.3010949294244312,0.040235261688629086,0.023622048322467476,0.053598561993916986,0,0,0.003073273348646474,0.015,0.20394578235532168,1.0045742223784704
TCGA.55.7725,0.09982693035307995,0,0,0,0,0.23585111886733037,0.02113713728552524,0.07672075168589249,0,0.014355598915277741,0.017495589905344347,0,0,0.09005379830027589,0.08435026990588182,0.1988072260533023,0.025602748254758546,0.0321499937262292,0.09399066001063003,0,0,0.00965817673647211,0.014,0.20934566992094536,0.9978801977819506
TCGA.55.7726,0.060597652085364107,0,0.09623817337617553,0,0,0.15895096896517838,0,0.05046743812220797,0.011459475541094274,0,0.016692109608661895,0,0.0012340793641587651,0.11849669422146203,0.025886048956353856,0.1592758299683139,0.17871422979914248,0.07727983590243456,0.020034036385286273,0.005755049976565863,0,0.018918377727600157,0.022,0.18022849337777994,1.007567696218805
TCGA.55.7728,0,0.06155979980669672,0,0.032728029767480016,0,0.07061389292438544,0,0.008022751243232252,0.028288687558179655,0,0.008805105212924371,0.011086623638859788,0,0.6014512607855307,0.02184938107967999,0.1129277210120051,0.008113733561419256,0,0.03455301340960678,0,0,0,0,0.7166363210878138,0.6993782276006699
TCGA.55.7815,0.07638362119196812,0,0.03037078192161046,0,0,0.28949989455268804,0.025996334093726814,0.029836117639266947,0,0.03057890399291147,0.011590345745630264,0,0.006581732911530237,0.04466588831712566,0.041161894069464876,0.26726127702492386,0.0653090808027827,0.03714660845488051,0.03478738469516366,0,0,0.00883013458632635,0.077,0.13449719923756723,1.027313905997505
